wf_id,poly_Acres_AutoCalc,irwin_InitialLatitude,irwin_InitialLongitude,rain_acumm,mean,count
1363,2323.49915500493,38.92575,-119.6811,0.0,70.69857142857143,1.0
1365,684.116628034295,48.07543,-116.9615,36.0,66.75166666666667,1.0
1370,14.5122142308138,44.45657,-108.8957,82.0,65.63285714285715,1.0
1381,4.52128782942166,44.36184,-85.85038,396.0,69.5657142857143,2.0
1383,55.5371281642607,44.02737,-107.6641,198.0,66.85857142857142,1.0
1384,1.48675190308135,42.84545,-106.4547,0.0,71.35714285714286,2.0
1385,10.8029890829009,42.76967,-106.3383,0.0,60.19428571428572,1.0
1388,12.2871890472741,33.3616,-110.5247,68.0,82.42571428571429,1.0
1392,131595.403705533,43.3453,-122.806,265.0,75.99142857142859,2.0
1414,7.78530287599687,40.38185,-112.3856,279.0,69.54142857142857,2.0
1416,299.854367817386,47.45909,-117.3365,61.0,67.67571428571429,1.0
1418,2.21510591068214,44.54291,-111.7705,303.0,76.71000000000001,5.0
1427,8.44622134571357,38.18254,-104.9647,224.0,59.83571428571429,1.0
1428,18.6854774134928,38.96251,-111.8465,50.0,70.20857142857143,2.0
1430,122.544515093478,29.16966,-81.56843,173.0,88.4557142857143,5.0
1440,3.37326997133643,41.623911,-87.039122,299.0,73.49714285714286,2.0
1449,197.795496482434,34.73068,-94.70335,541.0,81.56428571428572,5.0
1460,4.61128109074292,43.99208,-104.4782,59.0,66.66,1.0
1472,848.590420027588,40.14684,-111.5528,130.0,71.33571428571429,1.0
1475,28.0686466298439,33.82986,-112.1467,0.0,86.0,5.0
1479,54.4574740043419,32.92299,-111.4629,0.0,87.764,4.0
1491,1.60468006365542,31.09833,-92.6229,571.0,67.49571428571429,1.0
1501,24996.2612554759,45.92984,-121.9798,1448.0,67.72,2.0
1502,2972.74723989076,39.58957,-119.9277,3.0,72.37846153846155,2.0
1505,193565.088173175,44.81683,-122.2657,286.0,65.24142857142857,1.0
1508,475.436495027685,38.2114,-113.8434,0.0,62.71714285714285,1.0
1509,5.11164073201916,35.87954,-115.2127,0.0,84.28999999999999,3.0
1511,6.45038438534784,31.07448,-92.58439,571.0,67.49571428571429,1.0
1513,208912.484658945,40.47683,-105.8225,100.0,56.044285714285714,1.0
1518,123.01062405993,35.17112,-113.7808,18.0,79.2757142857143,1.0
1524,7.22419873735453,33.87096,-85.63305,274.0,88.57142857142857,5.0
1539,20.5724735165485,33.34625,-110.4573,68.0,82.42571428571429,1.0
1546,8.55237681194529,39.76627,-114.5008,178.0,68.19142857142857,3.0
1548,19.615756277212,33.29274,-110.4441,68.0,82.42571428571429,1.0
1566,129.977773694712,29.32988,-81.73337,58.0,88.4557142857143,5.0
1578,4.39951858758365,29.15655,-81.90059,168.0,88.4557142857143,5.0
1580,26.7296173162732,34.27786,-118.6047,0.0,80.18857142857144,4.0
1586,1.0720727585943,41.39848,-111.8624,177.0,66.55857142857143,1.0
1587,29.5734374910333,33.38605,-110.4309,68.0,82.42571428571429,1.0
1588,88.1637056275033,44.7905,-119.4582,58.0,68.86714285714287,2.0
1595,3.11278357185092,37.888056,-91.019444,919.0,70.42714285714285,1.0
1597,12.7656428378297,44.25595,-86.208617,422.0,68.93714285714286,2.0
1599,2.64046939820422,43.76185,-104.0446,59.0,63.57,1.0
1601,620.61215647877,45.00566,-103.3933,69.0,64.7357142857143,1.0
1606,2.68873604088539,32.52403,-103.8735,625.0,79.99571428571429,3.0
1616,44.8052067415953,35.91097,-115.2038,0.0,84.28999999999999,3.0
1625,16.0543269852442,33.51173,-113.007,0.0,90.51285714285714,8.0
1628,3177.84767737905,45.69703,-104.4049,132.0,66.88857142857142,1.0
1636,1.56462973187896,48.13377,-113.1456,304.0,64.99,3.0
1640,115.761325194291,46.92516,-116.0757,151.0,71.76714285714286,4.0
1645,261.111937539635,47.9282,-94.7464,49.0,83.94285714285715,1.0
1652,9.27700709752593,37.03428,-91.32569,920.0,71.1557142857143,1.0
1655,820.130900825422,33.37785,-112.3225,0.0,90.51285714285714,8.0
1657,781.227824487064,39.57858,-122.7907,71.0,74.70714285714287,1.0
1669,14.6712312833836,33.37139,-110.443,68.0,82.42571428571429,1.0
1678,1.80941910053693,33.61695,-114.5176,0.0,90.65428571428572,9.0
1689,4.50241874643814,35.87953,-115.2127,0.0,84.28999999999999,3.0
1694,3.78983124953428,36.38414,-114.895,0.0,85.15142857142858,4.0
1698,648.178301530568,34.53263,-118.3867,18.0,75.41857142857144,2.0
1706,22.8990274988112,33.30104,-110.428,68.0,82.42571428571429,1.0
1708,76.9743734622448,42.80884,-106.2809,67.0,88.07000000000001,5.0
1719,1.69931833810709,45.65984,-111.8938,355.0,64.46857142857142,2.0
1729,14.2575787524143,37.3072,-113.6147,15.0,59.61142857142857,2.0
1730,6.00592026185849,30.554098,-88.940951,483.0,83.41571428571429,1.0
1733,6.63257610924393,36.06076,-115.0133,0.0,83.42857142857143,2.0
1739,194.801131117377,47.6772,-117.5291,41.0,68.65714285714286,1.0
1743,27.3032723976894,33.43769,-110.4985,51.0,82.42571428571429,1.0
1744,54.3570603615594,40.6409,-120.5159,30.0,73.49571428571429,2.0
1747,12.420821046323,33.30704,-110.4502,68.0,82.42571428571429,1.0
1752,11.8236278159194,33.35453,-110.4602,68.0,82.42571428571429,1.0
1765,226.592760145424,40.211383,-110.865467,51.0,69.87714285714286,3.0
1767,29666.8421440506,36.094929,-120.521899,0.0,86.99000000000001,1.0
1772,118.725753676943,38.10021,-79.32874,434.0,72.12,1.0
1776,8.2617383698079,33.37239,-110.4487,68.0,82.42571428571429,1.0
1793,9.32531848879355,44.39631,-119.1324,202.0,63.99,2.0
1794,4.2640488614281,39.903667,-115.4155,0.0,67.61714285714285,2.0
1806,13.1427764199773,33.31208,-110.4461,68.0,82.42571428571429,1.0
1810,25935.4163832402,33.28551,-108.582,101.0,67.12714285714286,2.0
1814,8.1225002613782,42.50614,-120.4441,280.0,60.43857142857143,1.0
1818,3.66812301471826,41.78012,-107.3516,239.0,60.15,1.0
1825,17.6422123760227,40.81157,-117.1153,126.0,77.42428571428572,2.0
1826,4.27703963122915,46.02789,-106.8142,69.0,72.28714285714285,4.0
1827,67.2576801042508,35.8796,-115.2127,0.0,84.28999999999999,3.0
1831,585.052983719479,33.6067,-110.1762,64.0,75.85428571428572,2.0
1833,15.1117907405511,43.98248,-104.4267,59.0,66.66,1.0
1837,227.929840448113,36.02772,-98.47631,215.0,74.23285714285714,1.0
1839,188.383756660853,40.36357,-111.6996,0.0,74.17285714285715,1.0
1840,8.667846009529,40.90794,-111.4323,107.0,67.90714285714286,1.0
1859,1.27039611688406,42.16803,-105.4065,226.0,68.51428571428572,3.0
1860,1.26815246636544,37.83158,-119.9599,252.0,64.20428571428572,1.0
1876,5.14670554362208,35.30475,-83.529383,633.0,73.08000000000001,1.0
1887,8.44165912630515,36.66608,-92.84608,1110.0,79.91857142857144,1.0
1889,22.1735429971637,31.9758,-110.9897,28.0,82.625,1.0
1891,52.6166147522299,33.49245,-108.4188,559.0,56.83285714285714,2.0
1893,37.5130277824405,33.33284,-110.4552,68.0,82.42571428571429,1.0
1902,10.6972340084796,33.10177,-111.4944,18.0,87.764,4.0
1909,8.61499384401772,29.10576,-103.4932,125.0,89.71571428571428,8.0
1914,7.77263565159951,35.54538,-111.6499,78.0,69.33857142857143,1.0
1917,1214.4549120429,33.5195,-110.420167,51.0,75.85428571428572,2.0
1919,386.798262244309,33.86297,-111.3127,56.0,83.36428571428571,2.0
1926,3.03569309836143,39.682335,-111.07263,76.0,72.56285714285714,3.0
1927,512.142779411931,39.49852,-119.8579,0.0,66.08285714285714,3.0
1932,3.40495776669756,42.86195,-106.4347,16.0,71.35714285714286,2.0
1949,10.3290067589254,39.617261,-82.163642,605.0,69.79714285714286,1.0
1954,42.103521305056,35.01368,-114.6447,0.0,90.28142857142858,7.0
1976,4.90800923265021,36.4405,-114.9658,0.0,85.15142857142858,4.0
2000,438.540007807585,40.46147,-111.4262,0.0,66.79285714285714,1.0
2002,4.8466809659905,33.11058,-111.3656,18.0,87.764,4.0
2009,15.9993436812667,34.14302,-118.7381,0.0,75.62428571428572,2.0
2021,124526.92875662,36.11938,-121.5997,10.0,77.84857142857143,1.0
2029,63.6354236628491,35.87954,-115.2128,0.0,84.28999999999999,3.0
2030,1.13117259841675,38.16499,-116.4493,18.0,71.48428571428572,1.0
2035,1.9160756790153,41.317222,-120.507177,122.0,73.4057142857143,2.0
2049,2.06920019218199,32.635143,-116.635751,34.0,74.42999999999999,2.0
2054,35.913647466145,34.09495,-117.1822,0.0,72.05,1.0
2068,13.1778792166414,31.67655,-111.5284,74.0,81.29428571428572,1.0
2073,9.27308320077502,33.80811,-109.7099,25.0,70.07142857142857,2.0
2078,15.6985115262505,33.3664,-110.4867,68.0,82.42571428571429,1.0
2086,2.849438738347,41.98032,-117.6734,76.0,72.0723076923077,1.0
2092,176877.11108078,41.15304,-106.4674,25.0,64.18285714285715,2.0
2102,92.2254500702327,44.86673,-119.3638,131.0,69.80714285714286,2.0
2105,34.5133054911702,38.70495,-120.414417,0.0,86.41142857142857,6.0
2106,4.73775015560104,45.24914,-119.3194,229.0,80.66428571428571,7.0
2114,16.5714841834674,38.00924,-105.074,320.0,59.83571428571429,1.0
2126,113.596936906801,40.46852,-110.3887,25.0,70.92142857142856,3.0
2128,2.40289397738608,33.65961,-110.4496,51.0,75.85428571428572,2.0
2139,22.0347295247836,39.63751,-119.9478,3.0,72.37846153846155,2.0
2142,3.62308044261273,40.32114,-112.287,279.0,69.54142857142857,2.0
2173,23.6208866276315,44.78633,-121.0027,13.0,78.25500000000001,2.0
2174,1.19931152509623,38.5933,-119.6489,25.0,61.87428571428571,2.0
2180,28.8531187692846,37.00878,-102.8384,55.0,76.87142857142858,1.0
2184,87.4591774774875,48.66865,-119.6926,178.0,69.15714285714286,4.0
2193,8266.17303115192,38.832667,-114.988333,135.0,68.42285714285715,1.0
2196,11.6048624616263,35.72411,-98.38354,336.0,74.23285714285714,1.0
2198,1255.66296462487,33.73342,-109.7097,25.0,70.07142857142857,2.0
2199,292.434204361973,30.98945,-93.12823,541.0,68.31,1.0
2200,29659.3793236929,33.38976,-110.3232,68.0,82.42571428571429,1.0
2217,64.4995864943821,25.22054,-80.74393,59.0,88.88000000000001,2.0
2228,6.97989786999356,42.60816,-121.8648,51.0,67.42999999999999,1.0
2234,32.2689008364385,33.3084,-110.4446,68.0,82.42571428571429,1.0
2247,1.41930301908411,39.55786,-119.9207,0.0,72.37846153846155,2.0
2249,20374.4883230509,38.51509,-119.4653,51.0,73.63428571428572,2.0
2261,68.2551271586811,33.64024,-85.64523,233.0,88.57142857142857,5.0
2263,59.8056101773132,40.67754,-111.7749,226.0,67.99285714285715,1.0
2275,17.4000538604795,31.4943,-111.5439,25.0,82.92714285714285,1.0
2276,50.5397181501024,39.63867,-105.3675,262.0,66.5,3.0
2288,67.1892119690491,35.60912,-83.81838,290.0,68.05857142857143,1.0
2301,1070.76485973755,36.66713,-92.84334,1110.0,79.91857142857144,1.0
2315,87.9567645432074,37.16373,-113.5777,122.0,68.91142857142857,2.0
2328,89.7941128899621,33.49935,-112.9559,0.0,90.51285714285714,8.0
2329,2.28606089459691,42.80537,-106.1556,56.0,69.57285714285715,1.0
2358,14.6156203156671,45.09167,-120.584,160.0,65.59714285714286,1.0
2364,6.00468591453365,42.88757,-112.4037,40.0,68.47285714285714,1.0
2366,333.625466765842,31.77048,-111.5063,74.0,81.29428571428572,1.0
2376,6.44338410285228,44.08895,-116.0868,280.0,69.71000000000001,1.0
2380,4.41447528069766,29.02311,-81.48302,364.0,88.4557142857143,5.0
2381,10.5185817882727,34.17945,-117.44355,0.0,72.64142857142858,2.0
2382,2.87047102393726,34.1441,-118.73946,0.0,75.62428571428572,2.0
2383,5.33659601578436,36.18823,-114.0762,8.0,80.92142857142858,1.0
2386,16.2408972647576,32.95632,-111.7157,3.0,93.2,9.0
2387,18.9448534461436,34.03628,-87.2222,439.0,89.20142857142856,8.0
2396,8.57863492270991,44.10676,-105.3731,8.0,65.28,1.0
2399,14.11200923579,33.29797,-110.4484,68.0,82.42571428571429,1.0
2402,9.5905070258288,42.60304,-111.1161,177.0,76.24285714285715,6.0
2405,1.18062534256324,35.87954,-115.2128,0.0,84.28999999999999,3.0
2408,30419.8082415075,33.4345,-110.3581,68.0,82.42571428571429,1.0
2409,172.971921650585,42.0394,-105.597,226.0,64.50714285714285,1.0
2411,183.885091170806,34.35694,-118.55323,5.0,75.41857142857144,2.0
